Número de Pedido	ID del Cliente	Tipo de Compra	SKU	Categoría de Descuento	Ingresos	Unidades	Costo del Producto	Costo de Envio	Costo Empaque	Fecha de Pedido	Fecha de Envio	Fecha de Llegada	País	Ciudad
98081604	733376144	"Normal"	"CC02"	"Non"	53,44	2	7,22	3,22	2	2009-06-15 00:00:00.000	2009-06-16 00:00:00.000	2009-06-30 00:00:00.000	"Ecuador"	"Quito"
98081381	448449579	"Normal"	"CC02"	"Non"	53,44	2	7,45	5,45	2	2009-08-06 00:00:00.000	2009-08-09 00:00:00.000	2009-08-20 00:00:00.000	"Uruguay"	"Montevideo"
98081379	465708582	"Normal"	"CC02"	"Non"	53,44	2	6,12	4,12	2	2009-08-09 00:00:00.000	2009-08-10 00:00:00.000	2009-08-28 00:00:00.000	"Paraguay"	"Asunción"
98081330	655183893	"Normal"	"CC02"	"Non"	53,44	2	5,75	3,75	2	2009-08-19 00:00:00.000	2009-08-21 00:00:00.000	2009-08-31 00:00:00.000	"Chile"	"Viña del Mar"
98081293	597467509	"Normal"	"CC02"	"Non"	53,44	2	6,2	5,2	2	2009-08-27 00:00:00.000	2009-08-29 00:00:00.000	2009-09-08 00:00:00.000	"Brasil"	"Rio"
98081204	360318072	"Normal"	"CC02"	"Non"	53,44	2	8,55	4,55	2	2009-09-14 00:00:00.000	2009-09-16 00:00:00.000	2016-01-23 00:00:00.000	"Paraguay"	"Asunción"
98081032	675665654	"Normal"	"CC02"	"Non"	53,44	2	9,45	4,45	2	2009-10-21 00:00:00.000	2009-10-22 00:00:00.000	2009-11-10 00:00:00.000	"Chile"	"Viña del Mar"
98081028	579229937	"Normal"	"CC02"	"Non"	53,44	2	9,1	3,1	2	2009-10-22 00:00:00.000	2009-10-23 00:00:00.000	2009-10-31 00:00:00.000	"Colombia"	"Medellín"
98080910	615575696	"Normal"	"CC02"	"Non"	53,44	2	8,55	5,55	2	2009-11-16 00:00:00.000	2009-11-18 00:00:00.000	2009-12-04 00:00:00.000	"Argentina"	"Rosario"
98080655	898039697	"Normal"	"CC02"	"Non"	53,44	2	7,2	6,2	2	2010-01-09 00:00:00.000	2010-01-10 00:00:00.000	2010-01-28 00:00:00.000	"Brasil"	"Rio"
98080542	183302960	"Normal"	"CC02"	"Non"	53,44	2	7,58	4,58	2	2010-02-01 00:00:00.000	2010-02-03 00:00:00.000	2016-03-02 00:00:00.000	"Ecuador"	"Quito"
98080535	551050943	"Normal"	"CC02"	"Non"	53,44	2	7,86	5,86	2	2010-02-01 00:00:00.000	2010-02-04 00:00:00.000	2010-02-18 00:00:00.000	"Uruguay"	"Montevideo"
98080231	463804554	"Normal"	"CC02"	"Non"	53,44	2	7,55	6,55	2	2010-04-01 00:00:00.000	2010-04-03 00:00:00.000	2010-04-20 00:00:00.000	"Brasil"	"Rio"
98080190	324989280	"Normal"	"CC02"	"Non"	53,44	2	5,99	3,99	2	2010-04-11 00:00:00.000	2010-04-13 00:00:00.000	2010-04-22 00:00:00.000	"Brasil"	"Rio"
98080110	337782119	"Normal"	"CC02"	"Non"	53,44	2	7,45	5,45	2	2010-04-26 00:00:00.000	2010-04-28 00:00:00.000	2016-03-22 00:00:00.000	"Perú"	"Lima"
98079973	794504735	"Normal"	"CC02"	"Non"	53,44	2	8,55	3,55	2	2010-05-27 00:00:00.000	2010-05-28 00:00:00.000	2010-06-09 00:00:00.000	"Perú"	"Lima"
98079512	201171360	"Normal"	"CC02"	"Non"	53,44	2	7	3	2	2010-09-03 00:00:00.000	2010-09-04 00:00:00.000	2016-05-02 00:00:00.000	"Chile"	"Viña del Mar"
98079447	275323921	"Normal"	"CC02"	"Non"	53,44	2	6,61	4,61	2	2010-09-12 00:00:00.000	2010-09-15 00:00:00.000	2010-09-26 00:00:00.000	"Chile"	"Viña del Mar"
98079347	271304490	"Normal"	"CC02"	"Non"	53,44	2	7,68	4,68	2	2010-10-03 00:00:00.000	2010-10-06 00:00:00.000	2010-10-15 00:00:00.000	"Uruguay"	"Montevideo"
98079055	675665654	"Normal"	"CC02"	"Non"	53,44	2	10	7	2	2010-12-07 00:00:00.000	2010-12-09 00:00:00.000	2010-12-20 00:00:00.000	"Chile"	"Viña del Mar"
98078617	667298873	"Normal"	"CC02"	"Non"	53,44	2	7,65	6,65	2	2011-03-08 00:00:00.000	2011-03-11 00:00:00.000	2011-03-30 00:00:00.000	"Colombia"	"Medellín"
98078583	436608095	"Normal"	"CC02"	"Non"	53,44	2	6	4	2	2011-03-16 00:00:00.000	2011-03-19 00:00:00.000	2011-03-30 00:00:00.000	"Brasil"	"Rio"
98078039	598384221	"Normal"	"CC02"	"Non"	53,44	2	6,75	6,75	2	2011-07-08 00:00:00.000	2011-07-11 00:00:00.000	2011-07-22 00:00:00.000	"Paraguay"	"Asunción"
98078042	614786757	"Normal"	"CC02"	"Non"	53,44	2	6,99	6,99	2	2011-07-08 00:00:00.000	2011-07-11 00:00:00.000	2011-07-30 00:00:00.000	"Colombia"	"Medellín"
98077746	400089838	"Normal"	"CC02"	"Non"	53,44	2	6,61	3,61	2	2011-09-10 00:00:00.000	2011-09-11 00:00:00.000	2011-09-20 00:00:00.000	"Paraguay"	"Asunción"
98077695	139149235	"Normal"	"CC02"	"Non"	53,44	2	8,88	5,88	2	2011-09-20 00:00:00.000	2011-09-22 00:00:00.000	2016-08-11 00:00:00.000	"Paraguay"	"Asunción"
98077556	277084893	"Normal"	"CC02"	"Non"	53,44	2	7	6	2	2011-10-19 00:00:00.000	2011-10-21 00:00:00.000	2011-11-06 00:00:00.000	"Paraguay"	"Asunción"
98077407	316425048	"Normal"	"CC02"	"Non"	53,44	2	8,65	4,65	2	2011-11-24 00:00:00.000	2011-11-26 00:00:00.000	2011-12-08 00:00:00.000	"Argentina"	"Rosario"
98077375	726340910	"Normal"	"CC02"	"Non"	53,44	2	6,99	3,99	2	2011-12-01 00:00:00.000	2011-12-02 00:00:00.000	2011-12-12 00:00:00.000	"Ecuador"	"Quito"
98077227	514668821	"Normal"	"CC02"	"Non"	53,44	2	5,58	6,58	2	2012-01-01 00:00:00.000	2012-01-03 00:00:00.000	2012-01-14 00:00:00.000	"Ecuador"	"Quito"
98077018	514136954	"Normal"	"CC02"	"Non"	53,44	2	6,68	4,68	2	2012-02-14 00:00:00.000	2012-02-17 00:00:00.000	2012-02-28 00:00:00.000	"Perú"	"Lima"
98076769	756679382	"Normal"	"CC02"	"Non"	53,44	2	5,73	3,73	2	2012-04-10 00:00:00.000	2012-04-11 00:00:00.000	2012-04-21 00:00:00.000	"Brasil"	"Rio"
98076591	487583305	"Normal"	"CC02"	"Non"	53,44	2	6,36	5,36	2	2012-05-16 00:00:00.000	2012-05-19 00:00:00.000	2012-06-03 00:00:00.000	"Perú"	"Lima"
98076435	838168914	"Normal"	"CC02"	"Non"	53,44	2	9	5	2	2012-06-18 00:00:00.000	2012-06-20 00:00:00.000	2016-10-20 00:00:00.000	"Brasil"	"Rio"
98076278	535619292	"Normal"	"CC02"	"Non"	53,44	2	6,33	3,33	2	2012-07-20 00:00:00.000	2012-07-23 00:00:00.000	2012-08-09 00:00:00.000	"Perú"	"Lima"
98074913	234434439	"Normal"	"CC02"	"Non"	53,44	2	6,61	4,61	2	2013-04-25 00:00:00.000	2013-04-28 00:00:00.000	2013-05-13 00:00:00.000	"Brasil"	"Rio"
98074875	688783313	"Normal"	"CC02"	"Non"	53,44	2	7,55	5,55	2	2013-05-04 00:00:00.000	2013-05-06 00:00:00.000	2013-05-17 00:00:00.000	"Ecuador"	"Quito"
98074447	397983135	"Normal"	"CC02"	"Non"	53,44	2	7,99	4,99	2	2013-07-29 00:00:00.000	2013-08-01 00:00:00.000	2013-08-19 00:00:00.000	"Argentina"	"Rosario"
98074319	751863869	"Normal"	"CC02"	"Non"	53,44	2	5,99	6,99	2	2013-08-26 00:00:00.000	2013-08-29 00:00:00.000	2013-09-18 00:00:00.000	"Paraguay"	"Asunción"
98074227	568892827	"Normal"	"CC02"	"Non"	53,44	2	7,61	4,61	2	2013-09-16 00:00:00.000	2013-09-17 00:00:00.000	2013-10-03 00:00:00.000	"Chile"	"Viña del Mar"
98074092	224042479	"Normal"	"CC02"	"Non"	53,44	2	5,55	5,55	2	2013-10-16 00:00:00.000	2013-10-17 00:00:00.000	2013-10-31 00:00:00.000	"Perú"	"Lima"
98073978	361586823	"Normal"	"CC02"	"Non"	53,44	2	6	7	2	2013-11-08 00:00:00.000	2013-11-09 00:00:00.000	2013-11-27 00:00:00.000	"Argentina"	"Rosario"
98073876	695668764	"Normal"	"CC02"	"Non"	53,44	2	6,99	5,99	2	2013-11-27 00:00:00.000	2013-11-30 00:00:00.000	2013-12-18 00:00:00.000	"Perú"	"Lima"
98073772	427542511	"Normal"	"CC02"	"Non"	53,44	2	5,36	6,36	2	2013-12-20 00:00:00.000	2013-12-22 00:00:00.000	2014-01-10 00:00:00.000	"Colombia"	"Medellín"
98073637	575421081	"Normal"	"CC02"	"Non"	53,44	2	5,58	4,58	2	2014-01-20 00:00:00.000	2014-01-21 00:00:00.000	2017-03-18 00:00:00.000	"Chile"	"Viña del Mar"
98073342	111962928	"Normal"	"CC02"	"Non"	53,44	2	8,45	6,45	2	2014-03-11 00:00:00.000	2014-03-13 00:00:00.000	2017-04-07 00:00:00.000	"Uruguay"	"Montevideo"
98073335	733190648	"Normal"	"CC02"	"Non"	53,44	2	9,73	6,73	2	2014-03-13 00:00:00.000	2014-03-14 00:00:00.000	2014-03-26 00:00:00.000	"Venezuela"	"Caracas"
98073056	676480421	"Normal"	"CC02"	"Non"	53,44	2	9,61	4,61	2	2014-05-01 00:00:00.000	2014-05-03 00:00:00.000	2014-05-20 00:00:00.000	"Uruguay"	"Montevideo"
98072943	659361408	"Normal"	"CC02"	"Non"	53,44	2	8,75	5,75	2	2014-05-23 00:00:00.000	2014-05-25 00:00:00.000	2014-06-05 00:00:00.000	"Argentina"	"Rosario"
98072945	758679810	"Normal"	"CC02"	"Non"	53,44	2	6,99	4,99	2	2014-05-22 00:00:00.000	2014-05-25 00:00:00.000	2014-06-03 00:00:00.000	"Venezuela"	"Caracas"
98072637	688783313	"Normal"	"CC02"	"Non"	53,44	2	9,75	5,75	2	2014-07-15 00:00:00.000	2014-07-17 00:00:00.000	2014-07-24 00:00:00.000	"Colombia"	"Medellín"
98072446	512817841	"Normal"	"CC02"	"Non"	53,44	2	7,22	6,22	2	2014-08-15 00:00:00.000	2014-08-18 00:00:00.000	2014-08-28 00:00:00.000	"Argentina"	"Rosario"
98072321	366718157	"Normal"	"CC02"	"Non"	53,44	2	8,55	4,55	2	2014-09-10 00:00:00.000	2014-09-13 00:00:00.000	2014-09-27 00:00:00.000	"Venezuela"	"Caracas"
98071934	761266512	"Normal"	"CC02"	"Non"	53,44	2	6,88	5,88	2	2014-11-18 00:00:00.000	2014-11-20 00:00:00.000	2014-11-30 00:00:00.000	"Chile"	"Viña del Mar"
98071789	512817841	"Normal"	"CC02"	"Non"	53,44	2	7,84	5,84	2	2014-12-15 00:00:00.000	2014-12-16 00:00:00.000	2014-12-26 00:00:00.000	"Perú"	"Lima"
98071791	275323921	"Normal"	"CC02"	"Non"	53,44	2	7,58	4,58	2	2014-12-14 00:00:00.000	2014-12-16 00:00:00.000	2018-07-20 00:00:00.000	"Paraguay"	"Asunción"
98071735	367570195	"Normal"	"CC02"	"Non"	53,44	2	7,99	4,99	2	2014-12-27 00:00:00.000	2014-12-28 00:00:00.000	2015-01-04 00:00:00.000	"Venezuela"	"Caracas"
98071466	733351455	"Normal"	"CC02"	"Non"	53,44	2	9,99	5,99	2	2015-02-04 00:00:00.000	2015-02-06 00:00:00.000	2017-06-26 00:00:00.000	"Paraguay"	"Asunción"
98071444	554389349	"Normal"	"CC02"	"Non"	53,44	2	5,55	3,55	2	2015-02-07 00:00:00.000	2015-02-09 00:00:00.000	2017-07-05 00:00:00.000	"Perú"	"Lima"
98071438	582922821	"Normal"	"CC02"	"Non"	53,44	2	9,89	6,89	2	2015-02-09 00:00:00.000	2015-02-10 00:00:00.000	2017-07-05 00:00:00.000	"Perú"	"Lima"
98071411	514668821	"Normal"	"CC02"	"Non"	53,44	2	5,58	6,58	2	2015-02-10 00:00:00.000	2015-02-13 00:00:00.000	2015-02-20 00:00:00.000	"Uruguay"	"Montevideo"
98071387	413610234	"Normal"	"CC02"	"Non"	53,44	2	8,68	3,68	2	2015-02-15 00:00:00.000	2015-02-18 00:00:00.000	2018-01-08 00:00:00.000	"Paraguay"	"Asunción"
98071205	512817841	"Normal"	"CC02"	"Non"	53,44	2	9,33	5,33	2	2015-03-16 00:00:00.000	2015-03-17 00:00:00.000	2015-03-28 00:00:00.000	"Colombia"	"Medellín"
98071084	728304917	"Normal"	"CC02"	"Non"	53,44	2	8,55	3,55	2	2015-04-02 00:00:00.000	2015-04-04 00:00:00.000	2017-10-22 00:00:00.000	"Argentina"	"Rosario"
98070904	220834258	"Normal"	"CC02"	"Non"	53,44	2	9,88	3,88	2	2015-04-27 00:00:00.000	2015-04-29 00:00:00.000	2015-05-09 00:00:00.000	"Colombia"	"Medellín"
98070648	366718157	"Normal"	"CC02"	"Non"	53,44	2	9,84	6,84	2	2015-06-06 00:00:00.000	2015-06-07 00:00:00.000	2015-06-19 00:00:00.000	"Brasil"	"Rio"
98070590	131591686	"Normal"	"CC02"	"Non"	53,44	2	5,1	4,1	2	2015-06-12 00:00:00.000	2015-06-15 00:00:00.000	2015-06-29 00:00:00.000	"Colombia"	"Medellín"
98070579	465708582	"Normal"	"CC02"	"Non"	53,44	2	7,12	5,12	2	2015-06-16 00:00:00.000	2015-06-17 00:00:00.000	2017-11-14 00:00:00.000	"Argentina"	"Rosario"
98070553	499023098	"Normal"	"CC02"	"Non"	53,44	2	6,45	3,45	2	2015-06-20 00:00:00.000	2015-06-21 00:00:00.000	2015-07-04 00:00:00.000	"Venezuela"	"Caracas"
98070554	549442190	"Normal"	"CC02"	"Non"	53,44	2	6,45	4,45	2	2015-06-20 00:00:00.000	2015-06-21 00:00:00.000	2017-08-07 00:00:00.000	"Colombia"	"Medellín"
98070545	126420846	"Normal"	"CC02"	"Non"	53,44	2	7,61	3,61	2	2015-06-19 00:00:00.000	2015-06-22 00:00:00.000	2017-07-28 00:00:00.000	"Colombia"	"Medellín"
98070416	448346508	"Normal"	"CC02"	"Non"	53,44	2	9,61	6,61	2	2015-07-11 00:00:00.000	2015-07-13 00:00:00.000	2017-11-17 00:00:00.000	"Argentina"	"Rosario"
98070407	777301763	"Normal"	"CC02"	"Non"	53,44	2	8,36	5,36	2	2015-07-11 00:00:00.000	2015-07-14 00:00:00.000	2015-07-27 00:00:00.000	"Brasil"	"Rio"
98070176	758679810	"Normal"	"CC02"	"Non"	53,44	2	6,84	3,84	2	2015-08-17 00:00:00.000	2015-08-18 00:00:00.000	2017-08-15 00:00:00.000	"Perú"	"Lima"
98070029	316425048	"Normal"	"CC02"	"Non"	53,44	2	9,55	3,55	2	2015-09-07 00:00:00.000	2015-09-10 00:00:00.000	2018-03-21 00:00:00.000	"Perú"	"Lima"
98070000	514668821	"Normal"	"CC02"	"Non"	53,44	2	8,84	6,84	2	2015-09-12 00:00:00.000	2015-09-14 00:00:00.000	2015-09-22 00:00:00.000	"Perú"	"Lima"
98069994	183302960	"Normal"	"CC02"	"Non"	53,44	2	6,1	5,1	2	2015-09-13 00:00:00.000	2015-09-15 00:00:00.000	2015-09-23 00:00:00.000	"Uruguay"	"Montevideo"
98069978	761266512	"Normal"	"CC02"	"Non"	53,44	2	7,68	4,68	2	2015-09-15 00:00:00.000	2015-09-17 00:00:00.000	2015-10-06 00:00:00.000	"Ecuador"	"Quito"
98069709	596188269	"Normal"	"CC02"	"Non"	53,44	2	7,55	3,55	2	2015-10-26 00:00:00.000	2015-10-27 00:00:00.000	2017-12-13 00:00:00.000	"Colombia"	"Medellín"
98069660	181452465	"Normal"	"CC02"	"Non"	53,44	2	5,65	3,65	2	2015-10-31 00:00:00.000	2015-11-03 00:00:00.000	2017-12-18 00:00:00.000	"Uruguay"	"Montevideo"
98069653	675665654	"Normal"	"CC02"	"Non"	53,44	2	8,55	6,55	2	2015-11-01 00:00:00.000	2015-11-04 00:00:00.000	2017-09-09 00:00:00.000	"Argentina"	"Rosario"
98069642	356602040	"Normal"	"CC02"	"Non"	53,44	2	7,45	5,45	2	2015-11-04 00:00:00.000	2015-11-05 00:00:00.000	2015-11-18 00:00:00.000	"Paraguay"	"Asunción"
98069529	833567577	"Normal"	"CC02"	"Non"	53,44	2	6,9	6,9	2	2015-11-19 00:00:00.000	2015-11-22 00:00:00.000	2015-12-10 00:00:00.000	"Uruguay"	"Montevideo"
98094040	465556184	"Normal"	"L02"	"Non"	40,2	1	5,33	4,33	1	2000-02-16 00:00:00.000	2000-02-19 00:00:00.000	2000-03-09 00:00:00.000	"Perú"	"Lima"
98093971	139149235	"Normal"	"L02"	"Non"	40,2	1	7	6	1	2000-03-07 00:00:00.000	2000-03-09 00:00:00.000	2000-03-29 00:00:00.000	"Perú"	"Lima"
98093947	200704420	"Normal"	"L02"	"Non"	40,2	1	9,86	5,86	1	2000-03-12 00:00:00.000	2000-03-15 00:00:00.000	2000-03-28 00:00:00.000	"Chile"	"Viña del Mar"
98093902	792787007	"Normal"	"L02"	"Non"	40,2	1	7,75	5,75	1	2000-03-25 00:00:00.000	2000-03-27 00:00:00.000	2000-04-03 00:00:00.000	"Perú"	"Lima"
98093787	523605849	"Normal"	"L02"	"Non"	40,2	1	6,65	3,65	1	2000-04-28 00:00:00.000	2000-04-30 00:00:00.000	2000-05-13 00:00:00.000	"Perú"	"Lima"
98093402	233460961	"Normal"	"L02"	"Non"	40,2	1	9,61	4,61	1	2000-08-13 00:00:00.000	2000-08-16 00:00:00.000	2000-08-30 00:00:00.000	"Perú"	"Lima"
98093371	792787007	"Normal"	"L02"	"Non"	40,2	1	7,14	4,14	1	2000-08-22 00:00:00.000	2000-08-24 00:00:00.000	2000-09-08 00:00:00.000	"Paraguay"	"Asunción"
98093328	684389929	"Normal"	"L02"	"Non"	40,2	1	5,84	4,84	1	2000-08-31 00:00:00.000	2000-09-02 00:00:00.000	2000-09-19 00:00:00.000	"Venezuela"	"Caracas"
98093139	892235684	"Normal"	"L02"	"Non"	40,2	1	9,75	6,75	1	2000-10-21 00:00:00.000	2000-10-24 00:00:00.000	2000-11-11 00:00:00.000	"Brasil"	"Rio"
98092911	892235684	"Normal"	"L02"	"Non"	40,2	1	9,14	5,14	1	2000-12-27 00:00:00.000	2000-12-28 00:00:00.000	2001-01-17 00:00:00.000	"Paraguay"	"Asunción"
98092565	821972070	"Normal"	"L02"	"Non"	40,2	1	9,45	5,45	1	2001-04-03 00:00:00.000	2001-04-05 00:00:00.000	2001-04-14 00:00:00.000	"Ecuador"	"Quito"
98092419	645012493	"Normal"	"L02"	"Non"	40,2	1	6,84	5,84	1	2001-05-14 00:00:00.000	2001-05-16 00:00:00.000	2001-05-30 00:00:00.000	"Uruguay"	"Montevideo"
98092021	295769990	"Normal"	"L02"	"Non"	40,2	1	6,99	6,99	1	2001-09-07 00:00:00.000	2001-09-08 00:00:00.000	2001-09-19 00:00:00.000	"Ecuador"	"Quito"
98091357	898039697	"Normal"	"L02"	"Non"	40,2	1	9	3	1	2002-03-01 00:00:00.000	2002-03-04 00:00:00.000	2002-03-19 00:00:00.000	"Perú"	"Lima"
98090462	862543364	"Normal"	"L02"	"Non"	40,2	1	8,45	3,45	1	2002-11-01 00:00:00.000	2002-11-03 00:00:00.000	2002-11-12 00:00:00.000	"Paraguay"	"Asunción"
98090220	674803177	"Normal"	"L02"	"Non"	40,2	1	6,65	5,65	1	2003-01-12 00:00:00.000	2003-01-14 00:00:00.000	2003-01-24 00:00:00.000	"Perú"	"Lima"
98090113	162761785	"Normal"	"L02"	"Non"	40,2	1	5,58	6,58	1	2003-02-13 00:00:00.000	2003-02-14 00:00:00.000	2003-03-03 00:00:00.000	"Colombia"	"Medellín"
98090098	337782119	"Normal"	"L02"	"Non"	40,2	1	9,86	6,86	1	2003-02-20 00:00:00.000	2003-02-21 00:00:00.000	2003-03-03 00:00:00.000	"Chile"	"Viña del Mar"
98089942	269213857	"Normal"	"L02"	"Non"	40,2	1	9,73	6,73	1	2003-04-02 00:00:00.000	2003-04-03 00:00:00.000	2003-04-23 00:00:00.000	"Colombia"	"Medellín"
98089929	777301763	"Normal"	"L02"	"Non"	40,2	1	5,89	4,89	1	2003-04-06 00:00:00.000	2003-04-07 00:00:00.000	2003-04-27 00:00:00.000	"Perú"	"Lima"
98089433	200704420	"Normal"	"L02"	"Non"	40,2	1	5,99	6,99	1	2003-08-18 00:00:00.000	2003-08-19 00:00:00.000	2003-09-04 00:00:00.000	"Argentina"	"Rosario"
98088903	427542511	"Normal"	"L02"	"Non"	40,2	1	7,68	4,68	1	2004-01-06 00:00:00.000	2004-01-07 00:00:00.000	2004-01-17 00:00:00.000	"Ecuador"	"Quito"
98088688	369207282	"Normal"	"L02"	"Non"	40,2	1	6,99	5,99	1	2004-02-28 00:00:00.000	2004-03-01 00:00:00.000	2004-03-11 00:00:00.000	"Perú"	"Lima"
98088300	225237308	"Normal"	"L02"	"Non"	40,2	1	8	3	1	2004-06-12 00:00:00.000	2004-06-15 00:00:00.000	2004-06-27 00:00:00.000	"Ecuador"	"Quito"
98087935	234434439	"Normal"	"L02"	"Non"	40,2	1	8,73	3,73	1	2004-09-26 00:00:00.000	2004-09-27 00:00:00.000	2004-10-17 00:00:00.000	"Argentina"	"Rosario"
98087644	892235684	"Normal"	"L02"	"Non"	40,2	1	6,65	4,65	1	2004-12-19 00:00:00.000	2004-12-21 00:00:00.000	2005-01-10 00:00:00.000	"Paraguay"	"Asunción"
98087595	379587534	"Normal"	"L02"	"Non"	40,2	1	9,75	6,75	1	2004-12-30 00:00:00.000	2005-01-02 00:00:00.000	2005-01-13 00:00:00.000	"Uruguay"	"Montevideo"
98087534	548390931	"Normal"	"L02"	"Non"	40,2	1	5,75	3,75	1	2005-01-17 00:00:00.000	2005-01-18 00:00:00.000	2005-01-27 00:00:00.000	"Ecuador"	"Quito"
98087379	773449633	"Normal"	"L02"	"Non"	40,2	1	8	6	1	2005-02-28 00:00:00.000	2005-03-03 00:00:00.000	2005-03-16 00:00:00.000	"Venezuela"	"Caracas"
98087304	440340658	"Normal"	"L02"	"Non"	40,2	1	7,73	3,73	1	2005-03-21 00:00:00.000	2005-03-22 00:00:00.000	2005-04-09 00:00:00.000	"Brasil"	"Rio"
98087157	139149235	"Normal"	"L02"	"Non"	40,2	1	6,86	4,86	1	2005-05-01 00:00:00.000	2005-05-02 00:00:00.000	2005-05-10 00:00:00.000	"Chile"	"Viña del Mar"
98087093	637125327	"Normal"	"L02"	"Non"	40,2	1	8,99	4,99	1	2005-05-19 00:00:00.000	2005-05-21 00:00:00.000	2005-06-08 00:00:00.000	"Ecuador"	"Quito"
98087020	875729150	"Normal"	"L02"	"Non"	40,2	1	8,73	6,73	1	2005-06-11 00:00:00.000	2005-06-12 00:00:00.000	2005-06-21 00:00:00.000	"Venezuela"	"Caracas"
98086866	579229937	"Normal"	"L02"	"Non"	40,2	1	8,99	6,99	1	2005-07-22 00:00:00.000	2005-07-23 00:00:00.000	2005-08-11 00:00:00.000	"Brasil"	"Rio"
98086689	448635016	"Normal"	"L02"	"Non"	40,2	1	5,65	3,65	1	2005-09-09 00:00:00.000	2005-09-12 00:00:00.000	2005-09-28 00:00:00.000	"Perú"	"Lima"
98086652	162383747	"Normal"	"L02"	"Non"	40,2	1	8,1	5,1	1	2005-09-21 00:00:00.000	2005-09-24 00:00:00.000	2005-10-04 00:00:00.000	"Uruguay"	"Montevideo"
98086630	162737049	"Normal"	"L02"	"Non"	40,2	1	9,65	6,65	1	2005-10-01 00:00:00.000	2005-10-02 00:00:00.000	2005-10-21 00:00:00.000	"Perú"	"Lima"
98086569	707476699	"Normal"	"L02"	"Non"	40,2	1	9	5	1	2005-10-18 00:00:00.000	2005-10-19 00:00:00.000	2005-11-03 00:00:00.000	"Colombia"	"Medellín"
98086445	655183893	"Normal"	"L02"	"Non"	40,2	1	9,22	3,22	1	2005-11-17 00:00:00.000	2005-11-18 00:00:00.000	2005-12-06 00:00:00.000	"Venezuela"	"Caracas"
98086405	541065853	"Normal"	"L02"	"Non"	40,2	1	5,68	4,68	1	2005-11-22 00:00:00.000	2005-11-25 00:00:00.000	2005-12-14 00:00:00.000	"Colombia"	"Medellín"
98086392	454188032	"Normal"	"L02"	"Non"	40,2	1	7	3	1	2005-11-29 00:00:00.000	2005-12-01 00:00:00.000	2005-12-08 00:00:00.000	"Colombia"	"Medellín"
98086326	398947841	"Normal"	"L02"	"Non"	40,2	1	6,61	6,61	1	2005-12-16 00:00:00.000	2005-12-17 00:00:00.000	2006-01-04 00:00:00.000	"Perú"	"Lima"
98086303	452241159	"Normal"	"L02"	"Non"	40,2	1	6	3	1	2005-12-22 00:00:00.000	2005-12-25 00:00:00.000	2006-01-02 00:00:00.000	"Paraguay"	"Asunción"
98086283	794504735	"Normal"	"L02"	"Non"	40,2	1	7,45	3,45	1	2005-12-29 00:00:00.000	2005-12-31 00:00:00.000	2006-01-19 00:00:00.000	"Paraguay"	"Asunción"
98086270	618657661	"Normal"	"L02"	"Non"	40,2	1	7,25	3,25	1	2006-01-02 00:00:00.000	2006-01-04 00:00:00.000	2006-01-15 00:00:00.000	"Paraguay"	"Asunción"
98086081	648402267	"Normal"	"L02"	"Non"	40,2	1	6,61	6,61	1	2006-02-23 00:00:00.000	2006-02-26 00:00:00.000	2006-03-09 00:00:00.000	"Argentina"	"Rosario"
98086072	645012493	"Normal"	"L02"	"Non"	40,2	1	7,55	6,55	1	2006-02-26 00:00:00.000	2006-02-28 00:00:00.000	2006-03-15 00:00:00.000	"Chile"	"Viña del Mar"
98086033	869085354	"Normal"	"L02"	"Non"	40,2	1	7,55	3,55	1	2006-03-10 00:00:00.000	2006-03-13 00:00:00.000	2006-03-26 00:00:00.000	"Ecuador"	"Quito"
98085965	397983135	"Normal"	"L02"	"Non"	40,2	1	6,73	3,73	1	2006-03-31 00:00:00.000	2006-04-02 00:00:00.000	2006-04-19 00:00:00.000	"Ecuador"	"Quito"
98085531	543794562	"Normal"	"L02"	"Non"	40,2	1	9,89	6,89	1	2006-07-29 00:00:00.000	2006-07-31 00:00:00.000	2006-08-09 00:00:00.000	"Colombia"	"Medellín"
98085405	217563390	"Normal"	"L02"	"Non"	40,2	1	6,55	3,55	1	2006-08-26 00:00:00.000	2006-08-28 00:00:00.000	2006-09-11 00:00:00.000	"Venezuela"	"Caracas"
98085104	414997525	"Normal"	"L02"	"Non"	40,2	1	7,58	3,58	1	2006-11-13 00:00:00.000	2006-11-14 00:00:00.000	2006-11-23 00:00:00.000	"Paraguay"	"Asunción"
98085094	790342421	"Normal"	"L02"	"Non"	40,2	1	8,25	5,25	1	2006-11-15 00:00:00.000	2006-11-17 00:00:00.000	2006-11-27 00:00:00.000	"Ecuador"	"Quito"
98084639	194622983	"Normal"	"L02"	"Non"	40,2	1	6,9	3,9	1	2007-03-11 00:00:00.000	2007-03-13 00:00:00.000	2007-04-02 00:00:00.000	"Argentina"	"Rosario"
98084463	356602040	"Normal"	"L02"	"Non"	40,2	1	9,61	5,61	1	2007-05-03 00:00:00.000	2007-05-06 00:00:00.000	2007-05-26 00:00:00.000	"Perú"	"Lima"
98083887	275323921	"Normal"	"L02"	"Non"	40,2	1	8,88	6,88	1	2007-10-09 00:00:00.000	2007-10-12 00:00:00.000	2007-10-25 00:00:00.000	"Uruguay"	"Montevideo"
